,Unnamed: 0,Brand,Engine_Displacement,Fuel_Type,Insurance,Kms_Driven,Location,Model,Ownership,Price,Registration_Year,Seats,Transmission
6428,6428,Datsun,1198.0,Petrol,Expired,74204,Hyderabad,GO Plus T Option,First Owner,275000.0,2016,7,Manual
6429,6429,Skoda,1498.0,Diesel,Expired,89700,Hyderabad,Rapid  TDI Ambition,First Owner,685000.0,2017,5,Manual
6430,6430,Tata,1956.0,Diesel,Expired,54836,Hyderabad,Harrier XZ,First Owner,1195000.0,2019,5,Manual
6431,6431,Mercedes Benz,1373.0,Electric,Comprehensive,1705,Hyderabad,300 4Matic,First Owner,6900000.0,2023,7,Automatic
6432,6432,Maruti,1373.0,Petrol,Expired,74000,Hyderabad,Ertiga  VXI AT,Second Owner,695000.0,2017,7,Automatic
6433,6433,Volkswagen,1498.0,Diesel,Expired,134000,Hyderabad,Polo  TDI Comfortline,First Owner,450000.0,2016,5,Manual
6434,6434,Maruti,1197.0,Petrol,Expired,63000,Hyderabad,Swift VXI,First Owner,595000.0,2019,5,Manual
6435,6435,Maruti,1197.0,Petrol,Comprehensive,134810,Hyderabad,Swift LXI,First Owner,350000.0,2015,5,Manual
6436,6436,Mahindra,998.0,Electric,Expired,20378,Hyderabad,XUV400  EL Fast Charger DT,First Owner,1750000.0,2023,5,Automatic
6437,6437,Maruti,998.0,Petrol,Third Party,72000,Hyderabad,Wagon R VXI BS IV,First Owner,295000.0,2013,5,Manual
6438,6438,Nissan,1198.0,Petrol,Expired,36545,Hyderabad,Micra Active XV S,First Owner,354000.0,2018,5,Manual
6439,6439,Maruti,1248.0,Diesel,Expired,257246,Hyderabad,Swift Dzire Ldi,Second Owner,295000.0,2012,5,Manual
6440,6440,Maruti,1197.0,Petrol,Expired,36324,Hyderabad,Baleno  Zeta,First Owner,583000.0,2019,5,Manual
6441,6441,Chevrolet,1199.0,Petrol,Comprehensive,64000,Hyderabad,Beat LT,First Owner,250000.0,2017,5,Manual
6442,6442,Hyundai,1197.0,Petrol,Expired,44355,Hyderabad,i20  Asta,First Owner,630000.0,2019,5,Manual
6443,6443,Skoda,1798.0,Petrol,Comprehensive,82500,Hyderabad,Octavia Elegance  TSI AT,First Owner,825000.0,2015,5,Automatic
6444,6444,Hyundai,1591.0,Petrol,Expired,84231,Hyderabad,Verna  VTVT AT SX,Third Owner,602000.0,2017,5,Automatic
6445,6445,Mercedes Benz,2925.0,Diesel,Comprehensive,60000,New Delhi,S 350 d,First Owner,3890000.0,2016,5,Automatic
6446,6446,Maruti,1197.0,Petrol,Expired,80000,Hyderabad,Swift Dzire VXI,Second Owner,410000.0,2015,5,Manual
6447,6447,Honda,1497.0,Petrol,Zero Dep,31972,Hyderabad,City i VTEC CVT SV,First Owner,613000.0,2016,5,Automatic
6448,6448,Hyundai,1582.0,Diesel,Expired,120000,Hyderabad,Creta  CRDi SX Option,Second Owner,725000.0,2016,5,Manual
6449,6449,Hyundai,998.0,Petrol,Comprehensive,14831,Hyderabad,Venue SX Turbo,First Owner,934000.0,2021,5,Manual
6450,6450,Jeep,1956.0,Diesel,Comprehensive,26828,Hyderabad,Compass Model S 4X4  AT,First Owner,2373000.0,2021,5,Automatic
6451,6451,Maruti,1462.0,Petrol,Third Party,74453,Hyderabad,Vitara Brezza VXI,First Owner,788000.0,2021,5,Manual
6452,6452,Hyundai,1582.0,Diesel,Expired,92000,Hyderabad,Verna  SX,First Owner,425000.0,2015,5,Manual
6453,6453,Maruti,1197.0,Petrol,Comprehensive,85366,Hyderabad,Baleno  Delta,Second Owner,448000.00000000006,2017,5,Manual
6454,6454,Hyundai,1197.0,Petrol,Expired,8800,Hyderabad,i20 Sportz,First Owner,720000.0,2022,5,Manual
6455,6455,Maruti,1197.0,Petrol,Expired,16000,Hyderabad,Baleno  Sigma,First Owner,645000.0,2022,5,Manual
6456,6456,Maruti,998.0,Petrol,Expired,81425,Hyderabad,Celerio VXI AT,First Owner,390000.0,2014,5,Automatic
6457,6457,Maruti,1248.0,Diesel,Expired,132000,Hyderabad,Ritz VDi,Second Owner,260000.0,2013,5,Manual
6458,6458,Maruti,1197.0,CNG,Expired,63000,Hyderabad,Swift Dzire Tour S  (O),First Owner,680000.0,2022,5,Manual
6459,6459,Maruti,998.0,Petrol,Comprehensive,63071,Hyderabad,Wagon R LXI,First Owner,240000.0,2011,5,Manual
6460,6460,Hyundai,1197.0,Petrol,Comprehensive,144663,Hyderabad,i20 Asta,First Owner,485000.0,2016,5,Manual
6461,6461,Land Rover,2179.0,Diesel,Comprehensive,71000,New Delhi,Range Rover Evoque Pure,First Owner,2290000.0,2015,5,Automatic
6462,6462,Maruti,998.0,Petrol,Expired,124300,Hyderabad,Wagon R LXI,First Owner,175000.0,2009,5,Manual
6463,6463,Jeep,1956.0,Diesel,Expired,120000,Hyderabad,Compass  Limited,First Owner,875000.0,2017,5,Manual
6464,6464,Honda,1497.0,Petrol,Expired,87000,Hyderabad,City i-VTEC CVT ZX,First Owner,1225000.0,2021,5,Automatic
6465,6465,Maruti,1197.0,Petrol,Comprehensive,49615,Hyderabad,Baleno  CVT Alpha,Second Owner,680000.0,2018,5,Automatic
6466,6466,Hyundai,1086.0,Petrol,Expired,95000,Hyderabad,Santro Xing XO,Second Owner,145000.0,2006,5,Manual
6467,6467,Volkswagen,999.0,Petrol,Expired,31500,Hyderabad,Taigun  TSI Topline AT,First Owner,1500000.0,2022,5,Automatic
6468,6468,Honda,1497.0,Petrol,Expired,69000,Hyderabad,City GXi,First Owner,240000.0,2008,5,Manual
6469,6469,Toyota,1197.0,Petrol,Expired,60000,Hyderabad,Glanza G,First Owner,830000.0000000001,2024,5,Manual
6470,6470,Maruti,1197.0,Petrol,Expired,40000,Hyderabad,Baleno Delta,First Owner,570000.0,2020,5,Manual
6471,6471,Renault,999.0,Petrol,Third Party,64629,Hyderabad,KWID  RXT Optional,First Owner,359000.0,2019,5,Manual
6472,6472,Skoda,1984.0,Petrol,Comprehensive,18000,Hyderabad,Kodiaq L & K,First Owner,3900000.0,2022,7,Automatic
6473,6473,Audi,1968.0,Diesel,Expired,19862,Hyderabad,A5 Sportback,First Owner,3900000.0,2018,5,Automatic
6474,6474,Land Rover,1999.0,Diesel,Expired,18000,Hyderabad,Discovery Sport Dynamic SE,First Owner,6500000.0,2022,7,Automatic
6475,6475,Mercedes Benz,2143.0,Diesel,Expired,47000,Hyderabad,C 220 CDI Elegance AT,First Owner,3895000.000000001,2022,5,Automatic
6476,6476,Skoda,1598.0,Petrol,Comprehensive,81413,Hyderabad,Rapid  MPI Style,Second Owner,706000.0,2019,5,Manual
6477,6477,Skoda,1598.0,Diesel,Expired,86000,Hyderabad,Rapid  TDI Ambition,First Owner,360000.0,2012,5,Manual
6478,6478,Hyundai,1582.0,Diesel,Comprehensive,56000,Hyderabad,Verna SX CRDi AT,Second Owner,595000.0,2014,5,Automatic
6479,6479,Honda,1199.0,Petrol,Zero Dep,43026,Kochi,Jazz ZX CVT,First Owner,791000.0,2021,5,Automatic
6480,6480,Maruti,1197.0,Petrol,Comprehensive,92795,Kochi,Swift VXI,First Owner,394000.0,2015,5,Manual
6481,6481,Mercedes Benz,2143.0,Diesel,Comprehensive,79000,New Delhi,220,First Owner,3390000.0,2017,5,Automatic
6482,6482,Maruti,1197.0,Petrol,Expired,58312,Kochi,Swift VXI,First Owner,575000.0,2018,5,Manual
6483,6483,Audi,2967.0,Petrol,Expired,90000,New Delhi,Q7 45 TFSI Premium Plus,First Owner,4150000.0,2019,7,Automatic
6484,6484,Honda,1198.0,Petrol,Comprehensive,36180,Kochi,Brio  VX MT,Second Owner,549000.0,2018,5,Manual
6485,6485,Volkswagen,1199.0,Petrol,Comprehensive,53200,Kochi,Polo  MPI Highline,First Owner,553000.0,2017,5,Manual
6486,6486,Maruti,1197.0,Petrol,Expired,16057,Kochi,Baleno Delta,First Owner,632000.0,2023,5,Manual
6487,6487,Tata,1199.0,Petrol,Comprehensive,103771,Kochi,Tiago XZ Plus,First Owner,438000.0,2019,5,Manual
6488,6488,Maruti,998.0,CNG,Zero Dep,72819,Kochi,Wagon R LXI,First Owner,614000.0,2022,5,Manual
6489,6489,Hyundai,998.0,Petrol,Zero Dep,80245,Kochi,Venue SX Plus Turbo DCT,First Owner,861000.0,2021,5,Automatic
6490,6490,Hyundai,1197.0,Petrol,Third Party,90404,Kochi,Grand i10  Kappa Magna,First Owner,370000.0,2019,5,Manual
6491,6491,Mahindra,1198.0,Diesel,Expired,31934,Kochi,KUV 100 NXT D75 K6 Plus,First Owner,310000.0,2018,6,Manual
6492,6492,Maruti,1197.0,Petrol,Comprehensive,94232,Kochi,Swift VXI,First Owner,377000.0,2015,5,Manual
6493,6493,Honda,1498.0,Diesel,Comprehensive,78528,Kochi,Amaze EX i-Dtech,First Owner,294000.0,2013,5,Manual
6494,6494,Hyundai,1591.0,Petrol,Comprehensive,95452,Kochi,Creta  VTVT AT SX Plus,First Owner,819000.0,2018,5,Automatic
6495,6495,Nissan,1198.0,Petrol,Comprehensive,69177,Kochi,Micra Active XV,First Owner,317000.0,2017,5,Manual
6496,6496,BMW,2993.0,Diesel,Comprehensive,40000,New Delhi,7 Series 730Ld Design Pure Excellence CBU,Second Owner,3890000.0,2016,5,Automatic
6497,6497,Toyota,1197.0,Petrol,Expired,18621,Kochi,Glanza V,Second Owner,688000.0,2019,5,Manual
6498,6498,Renault,999.0,Petrol,Comprehensive,14494,Kochi,Triber RXT,First Owner,534000.0,2021,7,Manual
6499,6499,Maruti,1248.0,Diesel,Comprehensive,56296,Kochi,Swift Dzire VDI,Second Owner,442000.0,2014,5,Manual
6500,6500,Hyundai,1197.0,Petrol,Comprehensive,84216,Kochi,i20 Sportz,First Owner,467000.0,2017,5,Manual
6501,6501,Kia,998.0,Petrol,Zero Dep,26925,Kochi,Sonet GTX Plus Turbo iMT,First Owner,1048000.0,2022,5,Manual
6502,6502,Skoda,999.0,Petrol,Third Party,42007,Kochi,Rapid  TSI Style AT,Second Owner,910000.0,2022,5,Automatic
6503,6503,Honda,1497.0,Petrol,Comprehensive,72828,Kochi,City i-VTEC CVT ZX,First Owner,920000.0,2019,5,Automatic
6504,6504,Renault,999.0,Petrol,Comprehensive,36467,Kochi,KWID  RXT Optional AT 2016-2019,First Owner,340000.0,2019,5,Automatic
6505,6505,Mercedes Benz,1950.0,Diesel,Expired,12000,New Delhi,Exclusive,First Owner,6900000.0,2019,6,Automatic
6506,6506,BMW,1995.0,Diesel,Comprehensive,66000,New Delhi,X1 sDrive  xLine,Second Owner,2290000.0,2018,5,Automatic
6507,6507,Maruti,998.0,Petrol,Expired,80000,Kochi,Alto K10 LXI,Second Owner,180000.0,2013,5,Manual
6508,6508,Hyundai,1197.0,Petrol,Comprehensive,81977,Kochi,i20 Magna,First Owner,428000.0,2016,5,Manual
6509,6509,BMW,1995.0,Diesel,Comprehensive,65000,New Delhi,X1 sDrive  xLine,First Owner,1850000.0,2018,5,Automatic
6510,6510,Tata,1199.0,Petrol,Expired,35820,Kochi,Altroz XZ Plus Turbo,First Owner,665000.0,2021,5,Manual
6511,6511,Hyundai,1197.0,Petrol,Third Party,28835,Kochi,Grand i10 Nios Asta,Second Owner,465000.00000000006,2019,5,Manual
6512,6512,Kia,1497.0,Petrol,Comprehensive,46000,New Delhi,Seltos HTX IVT,First Owner,1550000.0,2022,5,Automatic
6513,6513,Maruti,1197.0,Petrol,Expired,73653,Kochi,Baleno Sigma,First Owner,640000.0,2016,5,Manual
6514,6514,Tata,1199.0,Petrol,Expired,30000,Kochi,Tiago XZA Plus,Second Owner,480000.0,2019,5,Automatic
6515,6515,Honda,1199.0,Petrol,Comprehensive,33189,Kochi,Amaze VX,First Owner,575000.0,2019,5,Manual
6516,6516,Ford,1194.0,Petrol,Comprehensive,40000,Kochi,Freestyle Titanium,First Owner,480000.0,2018,5,Manual
6517,6517,Hyundai,1086.0,Petrol,Third Party,25196,Kochi,Santro Era Executive,First Owner,380000.0,2022,5,Manual
6518,6518,Mercedes Benz,1796.0,Petrol,Comprehensive,66000,New Delhi,C 200 CGI Avantgarde,Second Owner,2590000.0,2016,5,Automatic
6519,6519,Hyundai,1197.0,Petrol,Comprehensive,38035,Kochi,i20 Sportz Plus,First Owner,635000.0,2020,5,Manual
6520,6520,Datsun,1198.0,Petrol,Comprehensive,85967,Kochi,GO T,First Owner,209000.0,2016,5,Manual
6521,6521,Maruti,1197.0,Petrol,Comprehensive,87114,Kochi,Swift Dzire VXI,Second Owner,349000.0,2014,5,Manual
6522,6522,Maruti,1197.0,Petrol,Expired,65652,Kochi,Swift VXI Optional,First Owner,487000.0,2016,5,Manual
6523,6523,Honda,1497.0,Petrol,Comprehensive,54434,Kochi,City i VTEC SV,First Owner,520000.0,2015,5,Manual
6524,6524,Kia,2199.0,Diesel,Expired,37000,New Delhi,Carnival Limousine,First Owner,3290000.0,2021,7,Automatic
6525,6525,Ford,2198.0,Diesel,Comprehensive,55000,New Delhi,Endeavour Titanium Plus 4X2,First Owner,2950000.0,2020,7,Automatic
6526,6526,Mercedes Benz,2143.0,Diesel,Comprehensive,47000,New Delhi,200 CDI Sport,Second Owner,2090000.0,2017,5,Automatic
6527,6527,Land Rover,1999.0,Diesel,Expired,38000,New Delhi,Discovery Sport TD4 SE,First Owner,2850000.0,2018,7,Automatic
6529,6529,Honda,1199.0,Petrol,Third Party,71539,Kochi,Amaze V,First Owner,560000.0,2019,5,Manual
6530,6530,Jaguar,2993.0,Diesel,Comprehensive,47000,New Delhi,XF  Litre S Premium Luxury,First Owner,1689999.9999999998,2014,5,Automatic
6531,6531,Hyundai,1197.0,Petrol,Comprehensive,64328,Kochi,Grand i10 AT Asta,First Owner,414000.0,2016,5,Automatic
6532,6532,Nissan,1198.0,Petrol,Third Party,95575,Kochi,Micra XL CVT,First Owner,410000.0,2018,5,Automatic
6533,6533,Toyota,2755.0,Diesel,Comprehensive,56000,New Delhi,Innova Crysta  GX AT 8S,First Owner,1789999.9999999998,2019,8,Automatic
6534,6534,Tata,1199.0,Petrol,Comprehensive,38482,Kochi,Tiago XZA Plus,First Owner,488000.0,2019,5,Automatic
6535,6535,Hyundai,1591.0,Petrol,Zero Dep,66113,Kochi,Creta  SX Automatic,First Owner,900000.0,2018,5,Automatic
6536,6536,Mini Cooper,1998.0,Petrol,Comprehensive,26000,New Delhi,DOOR Cooper S,First Owner,3250000.0,2017,4,Automatic
6537,6537,Hyundai,814.0,Petrol,Comprehensive,18746,Kochi,EON Era Plus,First Owner,257000.0,2017,5,Manual
6538,6538,Hyundai,1086.0,Petrol,Comprehensive,50836,Kochi,Santro Magna,Second Owner,346000.0,2019,5,Manual
6539,6539,Toyota,2755.0,Diesel,Expired,55000,New Delhi,Fortuner  4WD AT,First Owner,3400000.0,2020,7,Automatic
6540,6540,BMW,1998.0,Petrol,Comprehensive,61000,New Delhi,5 Series 530i Sport Line,Second Owner,3790000.0,2018,5,Automatic
6541,6541,Renault,999.0,Petrol,Comprehensive,47270,Kochi,KWID  AMT RXT,Second Owner,307000.0,2018,5,Automatic
6542,6542,Hyundai,1086.0,Petrol,Expired,20205,Kochi,Santro Era Executive,First Owner,357000.0,2021,5,Manual
6543,6543,Maruti,998.0,Petrol,Comprehensive,49000,Kochi,Wagon R VXI,First Owner,475000.0,2017,5,Manual
6544,6544,Datsun,999.0,Petrol,Comprehensive,60446,Kochi,RediGO AMT  S,Second Owner,270000.0,2019,5,Automatic
6545,6545,Tata,1199.0,Petrol,Expired,30000,Kochi,Tiago  Revotron XZA,First Owner,500000.0,2019,5,Automatic
6546,6546,Honda,1199.0,Petrol,Comprehensive,25575,Kochi,Jazz  SV i VTEC,First Owner,507000.0,2017,5,Manual
6547,6547,Land Rover,1997.0,Petrol,Comprehensive,53000,New Delhi,Discovery Sport  HSE 7S,Second Owner,2975000.0,2018,7,Automatic
6548,6548,BMW,1998.0,Petrol,Expired,20000,New Delhi,6 Series GT 630i Luxury Line 2018-2021,Second Owner,4475000.0,2018,4,Automatic
6549,6549,Hyundai,1997.0,Diesel,Comprehensive,25000,New Delhi,Tucson Signature  AT DT,First Owner,2950000.0,2023,5,Automatic
6550,6550,Tata,1199.0,Petrol,Third Party,53641,Kochi,Nexon XM,First Owner,602000.0,2020,5,Manual
6551,6551,Audi,1968.0,Diesel,Comprehensive,60000,New Delhi,A4 35 TDI Technology,First Owner,1950000.0,2018,5,Automatic
6552,6552,Toyota,2755.0,Diesel,Comprehensive,20000,New Delhi,Fortuner 4X4  AT,First Owner,4275000.0,2023,7,Automatic
6553,6553,Renault,999.0,Petrol,Zero Dep,78719,Kochi,Triber RXT,First Owner,474000.0,2019,7,Manual
6554,6554,Jeep,2998.0,Diesel,Expired,53000,New Delhi,Grand Cherokee Summit 4X4,First Owner,3490000.0,2017,5,Automatic
6555,6555,Tata,1199.0,Petrol,Comprehensive,63565,Kochi,Tiago  Revotron XZA,First Owner,450000.0,2019,5,Automatic
6556,6556,Land Rover,2179.0,Diesel,Comprehensive,69000,New Delhi,Range Rover Evoque Pure,First Owner,2290000.0,2015,5,Automatic
6557,6557,Hyundai,1197.0,Petrol,Third Party,54332,Kochi,i20 Magna Optional,Second Owner,336000.0,2014,5,Manual
6558,6558,Renault,999.0,Petrol,Zero Dep,7197,Kochi,KWID Climber  AMT Opt,First Owner,446000.0,2021,5,Automatic
6559,6559,Audi,1968.0,Diesel,Comprehensive,48000,New Delhi,Q3 30 TDI,Second Owner,1890000.0,2017,5,Manual
6560,6560,Honda,1199.0,Petrol,Third Party,22602,Kochi,WR-V i-VTEC VX,Second Owner,579000.0,2018,5,Manual
6561,6561,Land Rover,2179.0,Diesel,Comprehensive,72000,New Delhi,Range Rover Evoque SE,First Owner,1750000.0,2015,5,Automatic
6562,6562,Hyundai,1086.0,Petrol,Zero Dep,48926,Kochi,Santro Sportz,First Owner,378000.0,2019,5,Manual
6563,6563,BMW,1995.0,Diesel,Comprehensive,72000,New Delhi,X3 xDrive  xLine,First Owner,2690000.0,2018,5,Automatic
6564,6564,BMW,1995.0,Diesel,Comprehensive,39000,New Delhi,5 Series  Luxury Line,First Owner,3150000.0,2019,5,Automatic
6565,6565,BMW,2979.0,Petrol,Comprehensive,35000,New Delhi,Z4 sDrive 35i,Third Owner,4690000.0,2015,2,Automatic
6566,6566,Land Rover,2179.0,Diesel,Comprehensive,76000,New Delhi,Discovery Sport SD4 HSE Luxury 7S,Second Owner,1975000.0,2016,7,Automatic
6567,6567,Maruti,998.0,Petrol,Expired,52796,Kochi,Celerio LXI MT,First Owner,374000.0,2019,5,Manual
6568,6568,Hyundai,814.0,Petrol,Expired,55375,Kochi,EON Era Plus,Second Owner,232000.0,2018,5,Manual
6569,6569,Jaguar,1999.0,Diesel,Comprehensive,65000,New Delhi,F-Pace Prestige  AWD,Second Owner,3790000.0,2019,5,Automatic
6570,6570,Tata,1199.0,Petrol,Comprehensive,21568,Kochi,Altroz XT Turbo,First Owner,635000.0,2022,5,Manual
6571,6571,Hyundai,1197.0,Petrol,Comprehensive,27434,Kochi,i20 Sportz Plus,First Owner,600000.0,2019,5,Manual
6572,6572,Hyundai,1086.0,Petrol,Zero Dep,33042,Kochi,Santro Era Executive,First Owner,378000.0,2021,5,Manual
6573,6573,Renault,999.0,Petrol,Zero Dep,6760,Kochi,KWID Climber  AMT Opt,First Owner,479000.0,2021,5,Automatic
6574,6574,Land Rover,2993.0,Diesel,Comprehensive,46000,New Delhi,Range Rover Sport HSE,Second Owner,5750000.0,2016,5,Automatic
6575,6575,Hyundai,1197.0,Petrol,Comprehensive,72834,Kochi,Grand i10  Kappa Sportz Option,Second Owner,372000.0,2019,5,Manual
6576,6576,Mercedes Benz,1332.0,Petrol,Comprehensive,4800,New Delhi,Limousine A 200,First Owner,4475000.0,2024,5,Automatic
6577,6577,Honda,1198.0,Petrol,Comprehensive,73981,Kochi,Brio S MT,First Owner,385000.0,2014,5,Manual
6578,6578,Maruti,1197.0,Petrol,Comprehensive,33157,Kochi,Swift Dzire AMT ZXI Plus,Second Owner,680000.0,2019,5,Automatic
6579,6579,Jaguar,1999.0,Diesel,Expired,72000,New Delhi,XE 2.  Prestige,First Owner,1750000.0,2017,5,Automatic
6580,6580,Mahindra,1997.0,Petrol,Comprehensive,9000,New Delhi,Thar LX Hard Top AT,First Owner,1550000.0,2023,4,Automatic
6581,6581,Audi,2967.0,Diesel,Comprehensive,75000,New Delhi,Q7 45 TDI Quattro Premium Plus,Second Owner,3490000.0,2016,7,Automatic
6582,6582,Tata,1199.0,Petrol,Third Party,28847,Kochi,Tiago XZ 2020-2022,First Owner,550000.0,2021,5,Manual
6583,6583,BMW,1995.0,Diesel,Comprehensive,39000,New Delhi,5 Series  Sport Line,First Owner,3390000.0,2018,5,Automatic
6584,6584,Nissan,1461.0,Diesel,Comprehensive,77610,Kochi,Terrano XV Premium 110 PS,First Owner,470000.0,2015,5,Manual
6585,6585,Honda,1199.0,Petrol,Comprehensive,51019,Kochi,Jazz  SV i VTEC,First Owner,490000.00000000006,2017,5,Manual
6586,6586,Honda,1199.0,Petrol,Expired,50445,Kochi,Jazz  VX i VTEC,First Owner,517000.0,2017,5,Manual
6587,6587,Maruti,1197.0,Petrol,Expired,40000,New Delhi,Baleno Zeta CVT,First Owner,575000.0,2019,5,Automatic
6588,6588,Maruti,1197.0,Petrol,Comprehensive,14518,Kochi,Swift ZXI,First Owner,775000.0,2023,5,Manual
6589,6589,Mahindra,1999.0,Petrol,Comprehensive,26000,New Delhi,XUV700 AX5 AT,First Owner,1890000.0,2022,5,Automatic
6590,6590,Tata,1199.0,Petrol,Third Party,48003,Kochi,Altroz XZ,First Owner,637000.0,2021,5,Manual
6591,6591,Maruti,998.0,Petrol,Third Party,93596,Kochi,Celerio VXI AMT,First Owner,350000.0,2015,5,Automatic
6593,6593,Hyundai,1197.0,Petrol,Comprehensive,33566,Kochi,Grand i10 Asta Option,Second Owner,424000.0,2015,5,Manual
6594,6594,Maruti,1197.0,Petrol,Comprehensive,90406,Kochi,Swift VXI,First Owner,342000.0,2013,5,Manual
6595,6595,Jeep,1368.0,Petrol,Expired,42000,New Delhi,Compass  Limited Plus,First Owner,1700000.0,2020,5,Automatic
6596,6596,Hyundai,1591.0,Petrol,Comprehensive,96000,New Delhi,Creta  VTVT S,First Owner,625000.0,2016,5,Manual
6597,6597,Hyundai,1197.0,Petrol,Zero Dep,85134,Kochi,Grand i10  Kappa Sportz Option AT,First Owner,535000.0,2019,5,Automatic
6598,6598,Kia,2199.0,Diesel,Comprehensive,80000,New Delhi,Carnival Limousine,Second Owner,2650000.0,2020,7,Automatic
6599,6599,Maruti,1462.0,Petrol,Comprehensive,82159,Kochi,Ciaz Alpha AT,First Owner,740000.0,2018,5,Automatic
6600,6600,Maruti,998.0,Petrol,Comprehensive,73645,Kochi,Celerio ZXI AMT,First Owner,404000.0,2015,5,Automatic
6601,6601,Hyundai,1197.0,Petrol,Zero Dep,82738,Kochi,Grand i10 Nios Sportz,First Owner,538000.0,2022,5,Manual
6602,6602,Renault,999.0,Petrol,Zero Dep,19790,Kochi,KWID  RXT AMT,First Owner,530000.0,2023,5,Automatic
6603,6603,Ford,1996.0,Diesel,Comprehensive,75000,New Delhi,Endeavour Titanium Plus 4X4 AT,First Owner,3050000.0,2020,7,Automatic
6604,6604,Tata,1199.0,Petrol,Comprehensive,27432,Kochi,Altroz XM,First Owner,511000.00000000006,2020,5,Manual
6605,6605,Audi,1968.0,Diesel,Expired,35000,New Delhi,Q5 30 TDI quattro Premium,First Owner,2150000.0,2017,5,Automatic
6606,6606,Land Rover,1999.0,Diesel,Comprehensive,69000,New Delhi,Discovery Sport TD4 HSE,Second Owner,1990000.0,2015,5,Automatic
6607,6607,Renault,799.0,Petrol,Third Party,50817,Kochi,KWID RXL,First Owner,341000.0,2020,5,Manual
6608,6608,BMW,2998.0,Petrol,Expired,77000,New Delhi,X5 xDrive 40i M Sport,First Owner,5950000.0,2021,5,Automatic
6609,6609,Mercedes Benz,2925.0,Diesel,Comprehensive,55000,New Delhi,S 350 d,First Owner,4290000.0,2017,5,Automatic
6610,6610,Kia,2199.0,Diesel,Comprehensive,58000,New Delhi,Carnival Limousine,First Owner,2425000.0,2020,7,Automatic
6611,6611,Land Rover,1999.0,Diesel,Comprehensive,33000,New Delhi,Range Rover Evoque  R-Dynamic SE  2020-2021,First Owner,5700000.0,2021,5,Automatic
6612,6612,Maruti,1197.0,Petrol,Comprehensive,34173,Kochi,Swift VXI Optional,First Owner,529000.0,2016,5,Manual
6613,6613,BMW,1998.0,Petrol,Expired,30000,Kochi,3 Series 330i M Sport,First Owner,4100000.0,2020,5,Automatic
6614,6614,Mercedes Benz,1991.0,Petrol,Comprehensive,58000,New Delhi,E 200 CGI,First Owner,1890000.0,2014,5,Automatic
6615,6615,BMW,1997.0,Petrol,Comprehensive,54000,New Delhi,5 Series 520i Luxury Line,First Owner,2490000.0,2016,5,Automatic
6616,6616,Datsun,799.0,Petrol,Comprehensive,60355,Kochi,RediGO T Option,First Owner,172000.0,2016,5,Manual
6617,6617,Mercedes Benz,2925.0,Diesel,Comprehensive,60000,New Delhi,S 350 d,First Owner,3890000.0,2016,5,Automatic
6618,6618,Ford,1194.0,Petrol,Comprehensive,77663,Kochi,Freestyle Titanium Plus,Second Owner,499000.0,2018,5,Manual
6619,6619,Renault,999.0,Petrol,Zero Dep,17555,Kochi,Triber RXT,First Owner,497000.0,2020,7,Manual
6620,6620,Datsun,799.0,Petrol,Expired,15844,Kochi,RediGO A,First Owner,216000.0,2019,5,Manual
6621,6621,Renault,999.0,Petrol,Comprehensive,34872,Kochi,KWID  RXT Optional,Second Owner,338000.0,2020,5,Manual
6622,6622,Hyundai,1086.0,Petrol,Expired,49603,Kochi,Santro Magna AMT,First Owner,469000.00000000006,2019,5,Automatic
6623,6623,Tata,1199.0,Petrol,Comprehensive,29978,Kochi,Altroz XM plus,First Owner,535000.0,2021,5,Manual
6624,6624,Hyundai,1197.0,Petrol,Zero Dep,41781,Kochi,i20 Magna Plus,First Owner,553000.0,2019,5,Manual
6625,6625,Land Rover,1999.0,Diesel,Comprehensive,68000,New Delhi,Discovery Sport TD4 HSE,Second Owner,1990000.0,2015,5,Automatic
6626,6626,BMW,2993.0,Diesel,Comprehensive,98000,New Delhi,X5 xDrive,First Owner,2790000.0,2015,5,Automatic
6627,6627,Audi,1968.0,Diesel,Comprehensive,47000,New Delhi,Q3 30 TDI,Second Owner,1890000.0,2017,5,Manual
6628,6628,Hyundai,1197.0,Petrol,Expired,68011,Kochi,Grand i10  Kappa Asta,First Owner,315000.0,2014,5,Manual
6629,6629,Tata,1199.0,Petrol,Third Party,14244,Kochi,Tiago NRG XZ,First Owner,547000.0,2023,5,Manual
6630,6630,Renault,799.0,Petrol,Third Party,63479,Kochi,KWID RXT,First Owner,267000.0,2016,5,Manual
6631,6631,Maruti,1197.0,Petrol,Comprehensive,111151,Kochi,Baleno  Zeta,First Owner,431000.0,2016,5,Manual
6632,6632,Hyundai,1591.0,Petrol,Expired,55000,New Delhi,Creta  SX Automatic,Second Owner,1275000.0,2020,5,Automatic
6633,6633,Mercedes Benz,2143.0,Diesel,Comprehensive,78000,New Delhi,220,First Owner,3390000.0,2017,5,Automatic
6634,6634,Maruti,998.0,Petrol,Third Party,73928,Kochi,Celerio VXI AMT,First Owner,397000.0,2017,5,Automatic
6635,6635,BMW,2993.0,Diesel,Comprehensive,40000,New Delhi,7 Series 730Ld Design Pure Excellence CBU,Second Owner,3890000.0,2016,5,Automatic
6636,6636,Maruti,998.0,Petrol,Comprehensive,90889,Kochi,Wagon R VXI,First Owner,385000.0,2016,5,Manual
